KOD_SUKL;DATOD;DATDO;POVOL_BALENI;UCEL;PRACOVISTE;DISTRIBUTOR;POZNAMKA;PREDKLADATEL;VYROBCE
0273001;23.01.2023;31.01.2025;500;"Léčivý přípravek je určen pacientkám starších 18 let, pro které je stanovení míry
exprese a vazebných vlastností estrogenových receptorů pomocí 18F-FES PET
opodstatněné z důvodu potřeby přesné cílené diagnostiky a personalizovanému
designu léčby. Vyšetření pomocí 18F-FES PET je možno provést u karcinomu prsu:
- pro staging a restaging ER pozitivního karcinomu prsu,
- k predikci odpovědi pacientky na endokrinní léčbu,
- ke stanovení heterogenity exprese estrogenových receptorů u primárního
nádoru a jeho metastáz.
Indikace vyšetření musí být schválena multidisciplinárním týmem zaměřeným na
karcinom prsu v rámci Komplexního onkologického centra. Je nutné zohlednit
eventuální nutnost vysazení antiestrogenní léčby.";"Kliniky (oddělení) nukleární medicíny poskytovatelů zdravotních služeb
formou ambulantní a lůžkové péče s přístrojovým vybavením pro PET, PET/CT nebo
PET/MRI zobrazení.";RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež;"500 (platí kumulativně pro všechny neregistrované léčivé přípravky 18F-FES 1-
8GBq).";RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež;RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež
0273002;23.01.2023;31.01.2025;500;"Léčivý přípravek je určen pacientkám starších 18 let, pro které je stanovení míry
exprese a vazebných vlastností estrogenových receptorů pomocí 18F-FES PET
opodstatněné z důvodu potřeby přesné cílené diagnostiky a personalizovanému
designu léčby. Vyšetření pomocí 18F-FES PET je možno provést u karcinomu prsu:
- pro staging a restaging ER pozitivního karcinomu prsu,
- k predikci odpovědi pacientky na endokrinní léčbu,
- ke stanovení heterogenity exprese estrogenových receptorů u primárního
nádoru a jeho metastáz.
Indikace vyšetření musí být schválena multidisciplinárním týmem zaměřeným na
karcinom prsu v rámci Komplexního onkologického centra. Je nutné zohlednit
eventuální nutnost vysazení antiestrogenní léčby.";"Kliniky (oddělení) nukleární medicíny poskytovatelů zdravotních služeb
formou ambulantní a lůžkové péče s přístrojovým vybavením pro PET, PET/CT nebo
PET/MRI zobrazení.";RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež;"500 (platí kumulativně pro všechny neregistrované léčivé přípravky 18F-FES 1-
8GBq).";RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež;RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež
0273003;23.01.2023;31.01.2025;500;"Léčivý přípravek je určen pacientkám starších 18 let, pro které je stanovení míry
exprese a vazebných vlastností estrogenových receptorů pomocí 18F-FES PET
opodstatněné z důvodu potřeby přesné cílené diagnostiky a personalizovanému
designu léčby. Vyšetření pomocí 18F-FES PET je možno provést u karcinomu prsu:
- pro staging a restaging ER pozitivního karcinomu prsu,
- k predikci odpovědi pacientky na endokrinní léčbu,
- ke stanovení heterogenity exprese estrogenových receptorů u primárního
nádoru a jeho metastáz.
Indikace vyšetření musí být schválena multidisciplinárním týmem zaměřeným na
karcinom prsu v rámci Komplexního onkologického centra. Je nutné zohlednit
eventuální nutnost vysazení antiestrogenní léčby.";"Kliniky (oddělení) nukleární medicíny poskytovatelů zdravotních služeb
formou ambulantní a lůžkové péče s přístrojovým vybavením pro PET, PET/CT nebo
PET/MRI zobrazení.";RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež;"500 (platí kumulativně pro všechny neregistrované léčivé přípravky 18F-FES 1-
8GBq).";RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež;RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež
0273004;23.01.2023;31.01.2025;500;"Léčivý přípravek je určen pacientkám starších 18 let, pro které je stanovení míry
exprese a vazebných vlastností estrogenových receptorů pomocí 18F-FES PET
opodstatněné z důvodu potřeby přesné cílené diagnostiky a personalizovanému
designu léčby. Vyšetření pomocí 18F-FES PET je možno provést u karcinomu prsu:
- pro staging a restaging ER pozitivního karcinomu prsu,
- k predikci odpovědi pacientky na endokrinní léčbu,
- ke stanovení heterogenity exprese estrogenových receptorů u primárního
nádoru a jeho metastáz.
Indikace vyšetření musí být schválena multidisciplinárním týmem zaměřeným na
karcinom prsu v rámci Komplexního onkologického centra. Je nutné zohlednit
eventuální nutnost vysazení antiestrogenní léčby.";"Kliniky (oddělení) nukleární medicíny poskytovatelů zdravotních služeb
formou ambulantní a lůžkové péče s přístrojovým vybavením pro PET, PET/CT nebo
PET/MRI zobrazení.";RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež;"500 (platí kumulativně pro všechny neregistrované léčivé přípravky 18F-FES 1-
8GBq).";RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež;RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež
0273005;23.01.2023;31.01.2025;500;"Léčivý přípravek je určen pacientkám starších 18 let, pro které je stanovení míry
exprese a vazebných vlastností estrogenových receptorů pomocí 18F-FES PET
opodstatněné z důvodu potřeby přesné cílené diagnostiky a personalizovanému
designu léčby. Vyšetření pomocí 18F-FES PET je možno provést u karcinomu prsu:
- pro staging a restaging ER pozitivního karcinomu prsu,
- k predikci odpovědi pacientky na endokrinní léčbu,
- ke stanovení heterogenity exprese estrogenových receptorů u primárního
nádoru a jeho metastáz.
Indikace vyšetření musí být schválena multidisciplinárním týmem zaměřeným na
karcinom prsu v rámci Komplexního onkologického centra. Je nutné zohlednit
eventuální nutnost vysazení antiestrogenní léčby.";"Kliniky (oddělení) nukleární medicíny poskytovatelů zdravotních služeb
formou ambulantní a lůžkové péče s přístrojovým vybavením pro PET, PET/CT nebo
PET/MRI zobrazení.";RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež;"500 (platí kumulativně pro všechny neregistrované léčivé přípravky 18F-FES 1-
8GBq).";RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež;RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež
0273006;23.01.2023;31.01.2025;500;"Léčivý přípravek je určen pacientkám starších 18 let, pro které je stanovení míry
exprese a vazebných vlastností estrogenových receptorů pomocí 18F-FES PET
opodstatněné z důvodu potřeby přesné cílené diagnostiky a personalizovanému
designu léčby. Vyšetření pomocí 18F-FES PET je možno provést u karcinomu prsu:
- pro staging a restaging ER pozitivního karcinomu prsu,
- k predikci odpovědi pacientky na endokrinní léčbu,
- ke stanovení heterogenity exprese estrogenových receptorů u primárního
nádoru a jeho metastáz.
Indikace vyšetření musí být schválena multidisciplinárním týmem zaměřeným na
karcinom prsu v rámci Komplexního onkologického centra. Je nutné zohlednit
eventuální nutnost vysazení antiestrogenní léčby.";"Kliniky (oddělení) nukleární medicíny poskytovatelů zdravotních služeb
formou ambulantní a lůžkové péče s přístrojovým vybavením pro PET, PET/CT nebo
PET/MRI zobrazení.";RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež;"500 (platí kumulativně pro všechny neregistrované léčivé přípravky 18F-FES 1-
8GBq).";RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež;RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež
0273007;23.01.2023;31.01.2025;500;"Léčivý přípravek je určen pacientkám starších 18 let, pro které je stanovení míry
exprese a vazebných vlastností estrogenových receptorů pomocí 18F-FES PET
opodstatněné z důvodu potřeby přesné cílené diagnostiky a personalizovanému
designu léčby. Vyšetření pomocí 18F-FES PET je možno provést u karcinomu prsu:
- pro staging a restaging ER pozitivního karcinomu prsu,
- k predikci odpovědi pacientky na endokrinní léčbu,
- ke stanovení heterogenity exprese estrogenových receptorů u primárního
nádoru a jeho metastáz.
Indikace vyšetření musí být schválena multidisciplinárním týmem zaměřeným na
karcinom prsu v rámci Komplexního onkologického centra. Je nutné zohlednit
eventuální nutnost vysazení antiestrogenní léčby.";"Kliniky (oddělení) nukleární medicíny poskytovatelů zdravotních služeb
formou ambulantní a lůžkové péče s přístrojovým vybavením pro PET, PET/CT nebo
PET/MRI zobrazení.";RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež;"500 (platí kumulativně pro všechny neregistrované léčivé přípravky 18F-FES 1-
8GBq).";RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež;RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež
0273008;18.04.2023;30.04.2025;200;Zajištění dostupnosti přípravku Vamorolone 4% pro dětské pacienty s diagnózou Duchennovy svalové dystrofie, kteří se účastnili klinického hodnocení EudraCT number: 2017-002704-27 (VBP15-004), po dokončení tohoto klinického hodnocení a kteří mají dle ošetřujících lékařů z léčby prospěch.;"-Klinika dětské neurologie 2. LF UK a FN Motol, Fakultní nemocnice v Motole, V Úvalu 84, 150 06 Praha 5
-Klinika dětské neurologie, Fakultní nemocnice Brno-Dětská nemocnice, Černopolní 9, 613 00 Brno";Almac Clinical Services Limited, Charlestown Road 9, Craigavon, Northern Ireland, BT63 5PW, Velká Británie;;Santhera Pharmaceuticals (Schwitzerland) Ltd., Hohenrainstrasse 24, CH-4133 Pratteln, Švýcarsko;Almac Clinical Services Limited, Charlestown Road 9, Craigavon, Northern Ireland, BT63 5PW, Velká Británie
0273008;06.12.2022;30.11.2024;200;"Zajištění dostupnosti přípravku Vamorolone 4% pro dětské pacienty s diagnózou
Duchennovy svalové dystrofie, kteří se účastnili klinického hodnocení EudraCT
number: 2017-002704-27 (VBP15-004), po dokončení tohoto klinického hodnocení
a kteří mají dle ošetřujících lékařů z léčby prospěch.";"- Klinika dětské neurologie 2. LF UK a FN Motol, Fakultní nemocnice v Motole,
V Úvalu 84, 150 06 Praha 5,
- Klinika dětské neurologie, Fakultní nemocnice Brno ? Dětská nemocnice,
Černopolní 9, 613 00 Brno.";Nuvisan GmbH, Wegenerstrasse 13, Neu-Ulm, 89231, Německo.;;Santhera Pharmaceuticals (Schwitzerland) Ltd., Hohenrainstrasse 24, CH-4133 Pratteln, Švýcarsko;Nuvisan GmbH, Wegenerstrasse 13, Neu-Ulm, 89231, Německo
0273129;13.02.2023;28.02.2026;330;"Zajištění léčivého přípravku k profylaxi malárie vyvolané Plasmodium falciparum u jedinců s tělesnou hmotností 11-40 kg; a k léčbě akutní nekomplikované malárie vyvolané Plasmodium falciparum u dětí s tělesnou hmotností více nebo rovno 5 kg a < 11 kg.";Poskytovatelé zdravotních služeb formou ambulantní a lůžkové péče.;GlaxoSmithKline, s.r.o., Hvězdova 1734/2c, 140 00 Praha 4;;GlaxoSmithKline, s.r.o., Hvězdova 1734/2c, 140 00 Praha 4;"Glaxo Wellcome, S. A., Avenida de Extremadura, 3, 09400 Aranda de Duero, Burgos, Španělsko nebo
Aspen Bad Oldesloe GmbH, Industriestrasse 32-36, 23843 Bad Oldesloe, Německo."
0273443;21.03.2023;31.03.2025;6000;Zajištění léčivého přípravku s léčivou látkou cyklopentolát hydrochlorid ve formě očních kapek pro dospělé a děti od 3 měsíců věku pro diagnostické účely pro fundoskopii a cykloplegickou refrakci a dilataci zornice u zánětlivých stavů duhovky a uveálního traktu.;Poskytovatelé zdravotních služeb formou ambulantní a lůžkové péče.;Olikla s.r.o., Náměstí Smiřických 42, 281 63 Kostelec nad Černými lesy;;Olikla s.r.o., Náměstí Smiřických 42, 281 63 Kostelec nad Černými lesy;Balkanpharma-Razgrad AD, 68 Aprilsko vastanie bld, 7200 Razgrad, Bulharsko
0273473;24.03.2023;30.06.2029;5000;Zabezpečení léčivého přípravku s léčivou látkou disulfiram indikovaného jako adjuvans při odvykací léčbě chronického alkoholismu u spolupracujících dospělých alkoholiků.;Poskytovatelé zdravotních služeb formou ambulantní a lůžkové péče.;Olikla s.r.o., Náměstí Smiřických 42, 281 63 Kostelec nad Černými lesy;V souladu s tímto rozhodnutím je léčivý přípravek možné distribuovat do 30. 6. 2024. Léčivý přípravek dodaný do lékáren je možné vydávat a používat při poskytování zdravotních služeb po dobu jeho doby použitelnosti.;Olikla s.r.o, náměstí Smiřických 42, 281 63 Kostelec nad Černými lesy;Farmalabor-Produtos Farmaceuticos, S.A., Zona Industrial de Condeixa, Sebal Grande, 3150-194 Condeixa-a-Nova, Portugalsko
0273484;14.04.2023;31.12.2025;6000;"Léčivý přípravek FLUCLOXACILINA GENERIS je indikován k perorální léčbě infekcí způsobených citlivými mikroorganismy, zejména rodu Streptococcus a Staphylococcus v následujících případech:
- infekce kůže (např. furunkl, karbunkl, absces, impetigo);
- infekce subkutánní měkké tkáně (např. celulitida, lymfangitida);
- infekce traumatické, chirurgické a na místě popálenin;
- infekce kostí (např. artritida, osteitida, osteomyelitida);
- infekce zevního ucha (otitis externa);
- infekce dolních cest dýchacích (např. plicní absces, pneumonie, bronchopneumonie);
- infekce horních cest dýchacích (např. tonsilitida, sinusitida, faryngitida);
- empyém (jako součást kombinovaného režimu ve spojení s drenážemi);
- meningitida (např. stafylokoková meningitida);
- infekce močového a pohlavního ústrojí;
- infekce tenkého a tlustého střeva.

Dále je léčivý přípravek FLUCLOXACILINA GENERIS indikován k profylaxi v kardiovaskulární chirurgii (např. chlopenní náhrady) a ortopedické chirurgii (artroplastika, osteosyntéza a artrotomie). Flukloxacilin není indikován k prevenci revmatické horečky.
";Poskytovatelé zdravotních služeb formou lůžkové a ambulantní péče.;ARDEZ Pharma spol. s r.o., V Borovičkách 278, 252 26 Kosoř;Léčivý přípravek dodaný do lékáren je možné vydávat a používat při poskytování zdravotních služeb po dobu jeho doby použitelnosti.;ARDEZ Pharma spol. s r.o., V Borovičkách 278, 252 26 Kosoř;"Generis Farmaceutica, S.A., Rua Joao de Deus, 19, 2700-487 Amadora, Portugalsko
Laboratórios Atral, S.A., Rua da Estaçao, no 1 e 1A, 2600-726 Castanheira do Ribatejo, Portugalsko"
0273705;12.05.2023;31.12.2026;15 000;Zabezpečení léčivého přípravku s léčivou látkou hydroxykarbamid k léčbě chronické myeloidní leukemie (předléčebná fáze a paliativní péče).;Poskytovatelé zdravotních služeb formou ambulantní a lůžkové péče poskytující péči v oborech hematologie a transfuzní lékařství, dětská onkologie a hematologie, klinická onkologie, dětská onkologie a hematologie a radiační onkologie.;Olikla s.r.o., Náměstí Smiřických 42, 281 63 Kostelec nad Černými lesy;V souladu s tímto rozhodnutím je léčivý přípravek možné distribuovat do 31. 12. 2023. Léčivý přípravek dodaný do lékáren je možné vydávat a používat při poskytování zdravotních služeb po dobu jeho doby použitelnosti.;Olikla s.r.o., Náměstí Smiřických 42, 281 63 Kostelec nad Černými lesy;"Haupt Pharma Amareg GmbH, Donaustaufer Str. 378, 93055 Regensburg, Německo;
European Pharma Hub Kft., 2360 Gyál, 7000/9 hrsz. Gorcsev Iván u. 5.,
15. és 16. raktár, Maďarsko
"
0273909;10.05.2023;31.03.2025;3400;Zpřístupnění elranatamabu pro léčbu relabovaného/refrakterního mnohočetného myelomu u dospělých pacientů, kteří jsou refrakterní na předchozí léčbu alespoň jedním imunomodulačním léčivým přípravkem (IMiD), jedním inhibitorem proteasomu (PI) a jednou anti-CD38 protilátkou.;"- Interní hematologická a onkologická klinika, Fakultní nemocnice Brno, Jihlavská 20, 625 00 Brno;
- IV. interní hematologická klinika, Fakultní nemocnice Hradec Králové, Sokolská 581, 500 05 Hradec Králové;
- Hemato-onkologická klinika, Fakultní nemocnice Olomouc, I. P. Pavlova 185/6, 779 00 Olomouc;
- Klinika hematoonkologie, Fakultní nemocnice Ostrava, 17. listopadu 1790/5, 708 52 Ostrava-Poruba;
- Hematologicko-onkologické oddělení, Fakultní nemocnice Plzeň, alej Svobody 80, 304 60 Plzeň-Lochotín;
- interní klinika ? klinika hematologie, Všeobecná fakultní nemocnice v Praze, U Nemocnice 499/2, 128 08 Praha 2;
- Hematologická klinika, Fakultní nemocnice Královské Vinohrady, Šrobárova 1150/50, 100 34 Praha 10.";Eumedica S.A., Winston Churchilllaan 67, Brussel, Belgie;;Pfizer spol. s.r.o., Stroupežnického 17, 150 00 Praha 5;Pfizer Manufacturing Belgium NV, Rijksweg 12, 2870 Puurs, Belgie
