ATC;NT;NAZEV;NAZEV_EN
L01XL03;N;AXIKABTAGEN CILOLEUCEL;AXICABTAGENE CILOLEUCEL
L01XL04;N;TISAGENLEKLEUCEL;TISAGENLECLEUCEL
L01XL05;N;CILTAKABTAGEN AUTOLEUCEL;CILTACABTAGENE AUTOLEUCEL
L01XL06;N;BREXUKABTAGEN AUTOLEUCEL;BREXUCABTAGENE AUTOLEUCEL
L01XL07;N;IDEKABTAGEN VIKLEUCEL;IDECABTAGENE VICLEUCEL
L01XX;N;JINÁ CYTOSTATIKA;OTHER ANTINEOPLASTIC AGENTS
L01XX01;N;AMSAKRIN;AMSACRINE
L01XX02;N;ASPARAGINASA;ASPARAGINASE
L01XX03;N;ALTRETAMIN;ALTRETAMINE
L01XX05;N;HYDROXYKARBAMID;HYDROXYCARBAMIDE
L01XX07;N;LONIDAMIN;LONIDAMINE
L01XX08;N;PENTOSTATIN;PENTOSTATIN
L01XX10;N;MASOPROKOL;MASOPROCOL
L01XX11;N;ESTRAMUSTIN;ESTRAMUSTINE
L01XX16;N;MITOGUAZON;MITOGUAZONE
L01XX18;N;TIAZOFURIN;TIAZOFURINE
L01XX23;N;MITOTAN;MITOTANE
L01XX24;N;PEGASPARGASA;PEGASPARGASE
L01XX27;N;OXID ARSENITÝ;ARSENIC TRIOXIDE
L01XX29;N;DENILEUKIN DIFTITOX;DENILEUKIN DIFTITOX
L01XX33;N;CELEKOXIB;CELECOXIB
L01XX35;N;ANAGRELID;ANAGRELIDE
L01XX36;N;OBLIMERSEN;OBLIMERSEN
L01XX40;N;OMACETAXIN-MEPESUKCINÁT;OMACETAXINE MEPESUCCINATE
L01XX41;N;ERIBULIN;ERIBULIN
L01XX44;N;AFLIBERCEPT;AFLIBERCEPT
L01XX52;N;VENETOKLAX;VENETOCLAX
L01XX53;N;VOSAROXIN;VOSAROXIN
L01XX57;N;PLITIDEPSIN;PLITIDEPSIN
L01XX58;N;EPAKADOSTAT;EPACADOSTAT
L01XX59;N;ENASIDENIB;ENASIDENIB
L01XX62;N;IVOSIDENIB;IVOSIDENIB
L01XX66;N;SELINEXOR;SELINEXOR
L01XX67;N;TAGRAXOFUSP;TAGRAXOFUSP
L01XX69;N;LURBINEKTEDIN;LURBINECTEDIN
L01XX72;N;TAZEMETOSTAT;TAZEMETOSTAT
L01XX73;N;SOTORASIB;SOTORASIB
L01XX74;N;BELZUTIFAN;BELZUTIFAN
L01XX75;N;TEBENTAFUSP;TEBENTAFUSP
L01XX77;N;ADAGRASIB;ADAGRASIB
L01XY;N;KOMBINACE CYTOSTATIK;COMBINATIONS OF ANTINEOPLASTIC AGENTS
L01XY01;N;CYTARABIN A DAUNORUBICIN;CYTARABINE AND DAUNORUBICIN
L01XY02;N;PERTUZUMAB A TRASTUZUMAB;PERTUZUMAB AND TRASTUZUMAB
L01XY03;N;NIVOLUMAB A RELATLIMAB;NIVOLUMAB AND RELATLIMAB
L02;N;HORMONÁLNÍ LÉČIVA POUŽÍVANÁ V ONKOLOGII;ENDOCRINE THERAPY
L02A;N;HORMONY A PŘÍBUZNÉ LÁTKY;HORMONES AND RELATED AGENTS
L02AA;N;ESTROGENY;ESTROGENS
L02AA01;N;DIETHYLSTILBESTROL;DIETHYLSTILBESTROL
L02AA02;N;POLYESTRADIOL-FOSFÁT;POLYESTRADIOL PHOSPHATE
L02AA03;N;ETHINYLESTRADIOL;ETHINYLESTRADIOL
L02AA04;N;FOSFESTROL;FOSFESTROL
L02AB;N;PROGESTINY;PROGESTOGENS
L02AB01;N;MEGESTROL;MEGESTROL
L02AB02;N;MEDROXYPROGESTERON;MEDROXYPROGESTERONE
L02AB03;N;GESTONORON;GESTONORONE
L02AE;N;ANALOGA GONADOTROPIN-RELEASING HORMONU;GONADOTROPIN RELEASING HORMONE ANALOGUES
L02AE01;N;BUSERELIN;BUSERELIN
L02AE02;N;LEUPRORELIN;LEUPRORELIN
L02AE03;N;GOSERELIN;GOSERELIN
L02AE04;N;TRIPTORELIN;TRIPTORELIN
L02AE05;N;HISTRELIN;HISTRELIN
L02AE51;N;LEUPRORELIN A BIKALUTAMID;LEUPRORELIN AND BICALUTAMIDE
L02AX;N;JINÉ HORMONY;OTHER HORMONES
L02B;N;ANTAGONISTÉ HORMONŮ A PŘÍBUZNÉ LÁTKY;HORMONE ANTAGONISTS AND RELATED AGENTS
L02BA;N;ANTIESTROGENY;ANTI-ESTROGENS
L02BA01;N;TAMOXIFEN;TAMOXIFEN
L02BA02;N;TOREMIFEN;TOREMIFENE
L02BA03;N;FULVESTRANT;FULVESTRANT
L02BB;N;ANTIANDROGENY;ANTI-ANDROGENS
L02BB01;N;FLUTAMID;FLUTAMIDE
L02BB02;N;NILUTAMID;NILUTAMIDE
L02BB03;N;BIKALUTAMID;BICALUTAMIDE
L02BB04;N;ENZALUTAMID;ENZALUTAMIDE
L02BB05;N;APALUTAMID;APALUTAMIDE
L02BB06;N;DAROLUTAMID;DAROLUTAMIDE
L02BG;N;INHIBITORY AROMATASY;AROMATASE INHIBITORS
L02BG01;N;AMINOGLUTETHIMID;AMINOGLUTETHIMIDE
L02BG02;N;FORMESTAN;FORMESTANE
L02BG03;N;ANASTROZOL;ANASTROZOLE
L02BG04;N;LETROZOL;LETROZOLE
L02BG05;N;VOROZOL;VOROZOLE
L02BG06;N;EXEMESTAN;EXEMESTANE
L02BX;N;JINÍ ANTAGONISTÉ HORMONŮ A PŘÍBUZNÉ LÁTKY;OTHER HORMONE ANTAGONISTS AND RELATED AGENTS
L02BX01;N;ABARELIX;ABARELIX
L02BX02;N;DEGARELIX;DEGARELIX
L02BX03;N;ABIRATERON;ABIRATERONE
L02BX04;N;RELUGOLIX;RELUGOLIX
L03;N;IMUNOSTIMULANCIA;IMMUNOSTIMULANTS
L03A;N;IMUNOSTIMULANCIA;IMMUNOSTIMULANTS
L03AA;N;FAKTORY STIMULUJÍCÍ KOLONIE HEMATOPOETICKÝCH BUNĚK (CSF);COLONY STIMULATING FACTORS
L03AA02;N;FILGRASTIM;FILGRASTIM
L03AA03;N;MOLGRAMOSTIM;MOLGRAMOSTIM
L03AA09;N;SARGRAMOSTIM;SARGRAMOSTIM
L03AA10;N;LENOGRASTIM;LENOGRASTIM
L03AA12;N;ANCESTIM;ANCESTIM
L03AA13;N;PEGFILGRASTIM;PEGFILGRASTIM
L03AA14;N;LIPEGFILGRASTIM;LIPEGFILGRASTIM
L03AA15;N;BALUGRASTIM;BALUGRASTIM
L03AA16;N;EMPEGFILGRASTIM;EMPEGFILGRASTIM
L03AA17;N;PEGTEOGRASTIM;PEGTEOGRASTIM
L03AA18;N;EFBEMALENOGRASTIM ALFA;EFBEMALENOGRASTIM ALFA
L03AB;N;INTERFERONY;INTERFERONS
L03AB01;N;INTERFERON ALFA PŘÍRODNÍ;INTERFERON ALFA NATURAL
L03AB02;N;INTERFERON BETA PŘÍRODNÍ;INTERFERON BETA NATURAL
L03AB03;N;INTERFERON GAMA;INTERFERON GAMMA
L03AB04;N;INTERFERON ALFA-2A;INTERFERON ALFA-2A
L03AB05;N;INTERFERON ALFA-2B;INTERFERON ALFA-2B
L03AB06;N;INTERFERON ALFA-N1;INTERFERON ALFA-N1
L03AB07;N;INTERFERON BETA-1A;INTERFERON BETA-1A
L03AB08;N;INTERFERON BETA-1B;INTERFERON BETA-1B
L03AB09;N;INTERFERON ALFAKON-1;INTERFERON ALFACON-1
L03AB10;N;PEGINTERFERON ALFA-2B;PEGINTERFERON ALFA-2B
L03AB11;N;PEGINTERFERON ALFA-2A;PEGINTERFERON ALFA-2A
L03AB12;N;ALBINTERFERON ALFA-2B;ALBINTERFERON ALFA-2B
L03AB13;N;PEGINTERFERON BETA-1A;PEGINTERFERON BETA-1A
L03AB14;N;CEPEGINTERFERON ALFA-2B;CEPEGINTERFERON ALFA-2B
L03AB15;N;ROPEGINTERFERON ALFA-2B;ROPEGINTERFERON ALFA-2B
L03AB16;N;PEGINTERFERON ALFAKON-2;PEGINTERFERON ALFACON-2
L03AB60;N;PEGINTERFERON ALFA-2B, KOMBINACE;PEGINTERFERON ALFA-2B, COMBINATIONS
L03AB61;N;PEGINTERFERON ALFA-2A, KOMBINACE;PEGINTERFERON ALFA-2A, COMBINATIONS
L03AC;N;INTERLEUKINY;INTERLEUKINS
L03AC01;N;ALDESLEUKIN;ALDESLEUKIN
L03AC02;N;OPRELVEKIN;OPRELVEKIN
L03AX;N;JINÁ IMUNOSTIMULANCIA;OTHER IMMUNOSTIMULANTS
L03AX01;N;LENTINAN;LENTINAN
L03AX02;N;ROCHINIMEX;ROQUINIMEX
L03AX03;N;BCG VAKCÍNA;BCG VACCINE
L03AX04;N;PEGADEMASA;PEGADEMASE
L03AX05;N;PIDOTIMOD;PIDOTIMOD
L03AX07;N;POLY I:C;POLY I:C
L03AX08;N;POLY ICLC;POLY ICLC
L03AX09;N;THYMOPENTIN;THYMOPENTIN
L03AX10;N;IMMUNOKYANIN;IMMUNOCYANIN
L03AX11;N;TASONERMIN;TASONERMIN
L03AX12;N;VAKCÍNA PROTI MELANOMU;MELANOMA VACCINE
L03AX13;N;GLATIRAMER-ACETÁT;GLATIRAMER ACETATE
L03AX14;N;HISTAMIN-DIHYDROCHLORID;HISTAMINE DIHYDROCHLORIDE
L03AX15;N;MIFAMURTID;MIFAMURTIDE
L03AX16;N;PLERIXAFOR;PLERIXAFOR
L03AX17;N;SIPULEUCEL-T;SIPULEUCEL-T
L03AX18;N;KRIDANIMOD;CRIDANIMOD
L03AX19;N;DASIPROTIMUT-T;DASIPROTIMUT-T
L03AX21;N;ELAPEGADEMASA;ELAPEGADEMASE
L04;N;IMUNOSUPRESIVA;IMMUNOSUPPRESSANTS
L04A;N;IMUNOSUPRESIVA;IMMUNOSUPPRESSANTS
L04AA;N;SELEKTIVNÍ IMUNOSUPRESIVA;SELECTIVE IMMUNOSUPPRESSANTS
L04AA02;N;MUROMONAB-CD3;MUROMONAB-CD3
L04AA03;N;ANTILYMFOCYTÁRNÍ IMUNOGLOBULIN (KOŇSKÝ);ANTILYMPHOCYTE IMMUNOGLOBULIN (HORSE)
L04AA04;N;ANTITHYMOCYTÁRNÍ IMUNOGLOBULIN (KRÁLIČÍ);ANTITHYMOCYTE IMMUNOGLOBULIN (RABBIT)
L04AA06;N;KYSELINA MYKOFENOLOVÁ;MYCOPHENOLIC ACID
L04AA10;N;SIROLIMUS;SIROLIMUS
L04AA13;N;LEFLUNOMID;LEFLUNOMIDE
L04AA15;N;ALEFACEPT;ALEFACEPT
L04AA18;N;EVEROLIMUS;EVEROLIMUS
L04AA19;N;GUSPERIM;GUSPERIMUS
L04AA21;N;EFALIZUMAB;EFALIZUMAB
L04AA22;N;ABETIMUS;ABETIMUS
L04AA23;N;NATALIZUMAB;NATALIZUMAB
L04AA24;N;ABATACEPT;ABATACEPT
L04AA25;N;EKULIZUMAB;ECULIZUMAB
L04AA26;N;BELIMUMAB;BELIMUMAB
L04AA27;N;FINGOLIMOD;FINGOLIMOD
L04AA28;N;BELATACEPT;BELATACEPT
L04AA29;N;TOFACITINIB;TOFACITINIB
L04AA31;N;TERIFLUNOMID;TERIFLUNOMIDE
L04AA32;N;APREMILAST;APREMILAST
L04AA33;N;VEDOLIZUMAB;VEDOLIZUMAB
L04AA34;N;ALEMTUZUMAB;ALEMTUZUMAB
L04AA35;N;BEGELOMAB;BEGELOMAB
L04AA36;N;OKRELIZUMAB;OCRELIZUMAB
L04AA37;N;BARICITINIB;BARICITINIB
L04AA38;N;OZANIMOD;OZANIMOD
L04AA39;N;EMAPALUMAB;EMAPALUMAB
L04AA40;N;KLADRIBIN;CLADRIBINE
L04AA41;N;IMLIFIDASA;IMLIFIDASE
L04AA42;N;SIPONIMOD;SIPONIMOD
L04AA43;N;RAVULIZUMAB;RAVULIZUMAB
L04AA44;N;UPADACITINIB;UPADACITINIB
L04AA45;N;FILGOTINIB;FILGOTINIB
L04AA46;N;ITACITINIB;ITACITINIB
L04AA47;N;INEBILIZUMAB;INEBILIZUMAB
L04AA48;N;BELUMOSUDIL;BELUMOSUDIL
L04AA49;N;PEFICITINIB;PEFICITINIB
L04AA50;N;PONESIMOD;PONESIMOD
L04AA51;N;ANIFROLUMAB;ANIFROLUMAB
L04AA52;N;OFATUMUMAB;OFATUMUMAB
L04AA53;N;TEPROTUMUMAB;TEPROTUMUMAB
L04AA54;N;PEGCETAKOPLAN;PEGCETACOPLAN
L04AA55;N;SUTIMLIMAB;SUTIMLIMAB
L04AA56;N;DEUKRAVACITINIB;DEUCRAVACITINIB
L04AA57;N;UBLITUXIMAB;UBLITUXIMAB
L04AA58;N;EFGARTIGIMOD ALFA;EFGARTIGIMOD ALFA
L04AA59;N;AVAKOPAN;AVACOPAN
L04AB;N;INHIBITORY TUMOR NEKROTIZUJÍCÍHO FAKTORU ALFA (TNF-ALFA);TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS
L04AB01;N;ETANERCEPT;ETANERCEPT
L04AB02;N;INFLIXIMAB;INFLIXIMAB
L04AB03;N;AFELIMOMAB;AFELIMOMAB
L04AB04;N;ADALIMUMAB;ADALIMUMAB
L04AB05;N;CERTOLIZUMAB PEGOL;CERTOLIZUMAB PEGOL
L04AB06;N;GOLIMUMAB;GOLIMUMAB
L04AB07;N;OPINERCEPT;OPINERCEPT
L04AC;N;INHIBITORY INTERLEUKINU;INTERLEUKIN INHIBITORS
L04AC01;N;DAKLIZUMAB;DACLIZUMAB
L04AC02;N;BASILIXIMAB;BASILIXIMAB
L04AC03;N;ANAKINRA;ANAKINRA
L04AC04;N;RILONACEPT;RILONACEPT
L04AC05;N;USTEKINUMAB;USTEKINUMAB
L04AC07;N;TOCILIZUMAB;TOCILIZUMAB
L04AC08;N;KANAKINUMAB;CANAKINUMAB
L04AC09;N;BRIAKINUMAB;BRIAKINUMAB
L04AC10;N;SEKUKINUMAB;SECUKINUMAB
L04AC11;N;SILTUXIMAB;SILTUXIMAB
L04AC12;N;BRODALUMAB;BRODALUMAB
L04AC13;N;IXEKIZUMAB;IXEKIZUMAB
L04AC14;N;SARILUMAB;SARILUMAB
L04AC15;N;SIRUKUMAB;SIRUKUMAB
L04AC16;N;GUSELKUMAB;GUSELKUMAB
L04AC17;N;TILDRAKIZUMAB;TILDRAKIZUMAB
L04AC18;N;RISANKIZUMAB;RISANKIZUMAB
L04AC19;N;SATRALIZUMAB;SATRALIZUMAB
L04AC20;N;NETAKIMAB;NETAKIMAB
L04AC21;N;BIMEKIZUMAB;BIMEKIZUMAB
L04AC22;N;SPESOLIMAB;SPESOLIMAB
L04AC23;N;OLOKIZUMAB;OLOKIZUMAB
L04AC24;N;MIRIKIZUMAB;MIRIKIZUMAB
L04AD;N;INHIBITORY KALCINEURINU;CALCINEURIN INHIBITORS
L04AD01;N;CYKLOSPORIN;CICLOSPORIN
L04AD02;N;TAKROLIMUS;TACROLIMUS
L04AD03;N;VOKLOSPORIN;VOCLOSPORIN
L04AX;N;JINÁ IMUNOSUPRESIVA;OTHER IMMUNOSUPPRESSANTS
L04AX01;N;AZATHIOPRIN;AZATHIOPRINE
L04AX02;N;THALIDOMID;THALIDOMIDE
L04AX03;N;METHOTREXÁT;METHOTREXATE
L04AX04;N;LENALIDOMID;LENALIDOMIDE
L04AX05;N;PIRFENIDON;PIRFENIDONE
L04AX06;N;POMALIDOMID;POMALIDOMIDE
L04AX07;N;DIMETHYL-FUMARÁT;DIMETHYL FUMARATE
L04AX08;N;DARVADSTROCEL;DARVADSTROCEL
L04AX09;N;DIROXIMEL-FUMARÁT;DIROXIMEL FUMARATE
M;N;MUSKULOSKELETÁRNÍ SYSTÉM;MUSCULO-SKELETAL SYSTEM
M01;N;PROTIZÁNĚTLIVÁ A PROTIREVMATICKÁ LÉČIVA;ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS
M01A;N;NESTEROIDNÍ PROTIZÁNĚTLIVÁ A PROTIREVMATICKÁ LÉČIVA;ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS
M01AA;N;BUTYLPYRAZOLIDINY;BUTYLPYRAZOLIDINES
M01AA01;N;FENYLBUTAZON;PHENYLBUTAZONE
M01AA02;N;MOFEBUTAZON;MOFEBUTAZONE
M01AA03;N;OXYFENBUTAZON;OXYPHENBUTAZONE
M01AA05;N;KLOFEZON;CLOFEZONE
M01AA06;N;KEBUZON;KEBUZONE
M01AB;N;DERIVÁTY KYSELINY OCTOVÉ A PŘÍBUZNÁ LÉČIVA;ACETIC ACID DERIVATIVES AND RELATED SUBSTANCES
M01AB01;N;INDOMETACIN;INDOMETACIN
M01AB02;N;SULINDAK;SULINDAC
M01AB03;N;TOLMETIN;TOLMETIN
M01AB04;N;ZOMEPIRAK;ZOMEPIRAC
M01AB05;N;DIKLOFENAK;DICLOFENAC
M01AB06;N;ALKLOFENAK;ALCLOFENAC
M01AB07;N;BUMADIZON;BUMADIZONE
M01AB08;N;ETODOLÁK;ETODOLAC
M01AB09;N;LONAZOLAK;LONAZOLAC
M01AB10;N;FENTIAZAK;FENTIAZAC
M01AB11;N;ACEMETACIN;ACEMETACIN
M01AB12;N;DIFENPIRAMID;DIFENPIRAMIDE
M01AB13;N;OXAMETACIN;OXAMETACIN
M01AB14;N;PROGLUMETACIN;PROGLUMETACIN
M01AB15;N;KETOROLAK;KETOROLAC
M01AB16;N;ACEKLOFENAK;ACECLOFENAC
M01AB17;N;BUFEXAMAK;BUFEXAMAC
M01AB51;N;INDOMETACIN, KOMBINACE;INDOMETACIN, COMBINATIONS
M01AB55;N;DIKLOFENAK, KOMBINACE;DICLOFENAC, COMBINATIONS
M01AC;N;OXIKAMY;OXICAMS
M01AC01;N;PIROXIKAM;PIROXICAM
M01AC02;N;TENOXIKAM;TENOXICAM
M01AC04;N;DROXIKAM;DROXICAM
M01AC05;N;LORNOXIKAM;LORNOXICAM
M01AC06;N;MELOXIKAM;MELOXICAM
M01AC56;N;MELOXIKAM, KOMBINACE;MELOXICAM, COMBINATIONS
M01AE;N;DERIVÁTY KYSELINY PROPIONOVÉ;PROPIONIC ACID DERIVATIVES
M01AE01;N;IBUPROFEN;IBUPROFEN
M01AE02;N;NAPROXEN;NAPROXEN
M01AE03;N;KETOPROFEN;KETOPROFEN
M01AE04;N;FENOPROFEN;FENOPROFEN
M01AE05;N;FENBUFEN;FENBUFEN
M01AE06;N;BENOXAPROFEN;BENOXAPROFEN
M01AE07;N;SUPROFEN;SUPROFEN
M01AE08;N;PIRPROFEN;PIRPROFEN
M01AE09;N;FLURBIPROFEN;FLURBIPROFEN
M01AE10;N;INDOPROFEN;INDOPROFEN
M01AE11;N;KYSELINA TIAPROFENOVÁ;TIAPROFENIC ACID
M01AE12;N;OXAPROZIN;OXAPROZIN
M01AE13;N;IBUPROXAM;IBUPROXAM
M01AE14;N;DEXIBUPROFEN;DEXIBUPROFEN
M01AE15;N;FLUNOXAPROFEN;FLUNOXAPROFEN
M01AE16;N;ALMINOPROFEN;ALMINOPROFEN
M01AE17;N;DEXKETOPROFEN;DEXKETOPROFEN
M01AE18;N;NAPROXCINOD;NAPROXCINOD
M01AE51;N;IBUPROFEN, KOMBINACE;IBUPROFEN, COMBINATIONS
M01AE52;N;NAPROXEN A ESOMEPRAZOL;NAPROXEN AND ESOMEPRAZOLE
M01AE53;N;KETOPROFEN, KOMBINACE;KETOPROFEN, COMBINATIONS
M01AE56;N;NAPROXEN A MISOPROSTOL;NAPROXEN AND MISOPROSTOL
M01AG;N;FENAMÁTY;FENAMATES
M01AG01;N;KYSELINA MEFENAMOVÁ;MEFENAMIC ACID
M01AG02;N;KYSELINA TOLFENAMOVÁ;TOLFENAMIC ACID
M01AG03;N;KYSELINA FLUFENAMOVÁ;FLUFENAMIC ACID
M01AG04;N;KYSELINA MEKLOFENAMOVÁ;MECLOFENAMIC ACID
M01AH;N;KOXIBY;COXIBS
M01AH01;N;CELEKOXIB;CELECOXIB
M01AH02;N;ROFEKOXIB;ROFECOXIB
M01AH03;N;VALDEKOXIB;VALDECOXIB
M01AH04;N;PAREKOXIB;PARECOXIB
M01AH05;N;ETORIKOXIB;ETORICOXIB
M01AH06;N;LUMIRAKOXIB;LUMIRACOXIB
M01AH07;N;POLMAKOXIB;POLMACOXIB
M01AX;N;JINÁ NESTEROIDNÍ PROTIZÁNĚTLIVÁ A PROTIREVMATICKÁ LÉČIVA;OTHER ANTIINFLAMMATORY AND ANTIRHEUMATIC AGENTS, NON-STEROIDS
M01AX01;N;NABUMETON;NABUMETONE
M01AX02;N;KYSELINA NIFLUMOVÁ;NIFLUMIC ACID
M01AX04;N;AZAPROPAZON;AZAPROPAZONE
M01AX05;N;GLUKOSAMIN;GLUCOSAMINE
M01AX07;N;BENZYDAMIN;BENZYDAMINE
M01AX12;N;GLUKOSAMINOGLYKAN-POLYSULFÁT;GLUCOSAMINOGLYCAN POLYSULFATE
M01AX13;N;PROKVAZON;PROQUAZONE
M01AX14;N;ORGOTEIN;ORGOTEIN
M01AX17;N;NIMESULID;NIMESULIDE
M01AX18;N;FEPRAZON;FEPRAZONE
M01AX21;N;DIACEREIN;DIACEREIN
M01AX22;N;MORNIFLUMÁT;MORNIFLUMATE
M01AX23;N;TENIDAP;TENIDAP
M01AX24;N;OXACEPROL;OXACEPROL
M01AX25;N;CHONDROITIN-SULFÁT;CHONDROITIN SULFATE
M01AX26;N;AVOKÁDOVÝ A SÓJOVÝ OLEJ, NEZMÝDELNITELNÉ;AVOCADO AND SOYABEAN OIL, UNSAPONIFIABLES
M01AX68;N;FEPRAZON, KOMBINACE;FEPRAZONE, COMBINATIONS
M01B;N;PROTIZÁNĚTLIVÁ A PROTIREVMATICKÁ LÉČIVA V KOMBINACI;ANTIINFLAMMATORY/ANTIRHEUMATIC AGENTS IN COMBINATION
M01BA;N;PROTIZÁNĚTLIVÁ A PROTIREVMATICKÁ LÉČIVA V KOMBINACI S KORTIKOSTEROIDY;ANTIINFLAMMATORY/ANTIRHEUMATIC AGENTS IN COMBINATION WITH CORTICOSTEROIDS
M01BA01;N;FENYLBUTAZON A KORTIKOSTEROIDY;PHENYLBUTAZONE AND CORTICOSTEROIDS
M01BA02;N;DIPYROCETYL A KORTIKOSTEROIDY;DIPYROCETYL AND CORTICOSTEROIDS
M01BA03;N;KYSELINA ACETYLSALICYLOVÁ A KORTIKOSTEROIDY;ACETYLSALICYLIC ACID AND CORTICOSTEROIDS
M01BX;N;JINÁ PROTIZÁNĚTLIVÁ A PROTIREVMATICKÁ LÉČIVA V KOMBINACI S JINÝMI LÉČIVY;OTHER ANTIINFLAMMATORY/ANTIRHEUMATIC AGENTS IN COMBINATION WITH OTHER DRUGS
M01C;N;SPECIFICKÁ ANTIREVMATIKA;SPECIFIC ANTIRHEUMATIC AGENTS
M01CA;N;CHINOLINY;QUINOLINES
M01CA03;N;OXYCINCHOFEN;OXYCINCHOPHEN
M01CB;N;PŘÍPRAVKY OBSAHUJÍCÍ ZLATO;GOLD PREPARATIONS
M01CB01;N;NATRIUM-AUROTHIOMALÁT;SODIUM AUROTHIOMALATE
M01CB02;N;NATRIUM-AUROTHIOSULFÁT;SODIUM AUROTIOSULFATE
M01CB03;N;AURANOFIN;AURANOFIN
M01CB04;N;AUROTHIOGLUKOSA;AUROTHIOGLUCOSE
M01CB05;N;AUROTIOPROL;AUROTIOPROL
M01CC;N;PENICILAMIN A PŘÍBUZNÉ LÁTKY;PENICILLAMINE AND SIMILAR AGENTS
M01CC01;N;PENICILAMIN;PENICILLAMINE
M01CC02;N;BUCILAMIN;BUCILLAMINE
M01CX;N;JINÁ SPECIFICKÁ ANTIREVMATIKA;OTHER SPECIFIC ANTIRHEUMATIC AGENTS
M02;N;LOKÁLNÍ LÉČIVA K TERAPII BOLESTÍ SVALŮ A KLOUBŮ;TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN
M02A;N;LOKÁLNÍ LÉČIVA K TERAPII BOLESTÍ SVALŮ A KLOUBŮ;TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN
M02AA;N;NESTEROIDNÍ PROTIZÁNĚTLIVÁ LÉČIVA K LOKÁLNÍ APLIKACI;ANTIINFLAMMATORY PREPARATIONS, NON-STEROIDS FOR TOPICAL USE
M02AA01;N;FENYLBUTAZON;PHENYLBUTAZONE
M02AA02;N;MOFEBUTAZON;MOFEBUTAZONE
M02AA03;N;KLOFEZON;CLOFEZONE
M02AA04;N;OXYFENBUTAZON;OXYPHENBUTAZONE
M02AA05;N;BENZYDAMIN;BENZYDAMINE
M02AA06;N;ETOFENAMÁT;ETOFENAMATE
M02AA07;N;PIROXIKAM;PIROXICAM
M02AA08;N;FELBINAK;FELBINAC
M02AA09;N;BUFEXAMAK;BUFEXAMAC
M02AA10;N;KETOPROFEN;KETOPROFEN
M02AA11;N;BENDAZAK;BENDAZAC
M02AA12;N;NAPROXEN;NAPROXEN
M02AA13;N;IBUPROFEN;IBUPROFEN
M02AA14;N;FENTIAZAK;FENTIAZAC
M02AA15;N;DIKLOFENAK;DICLOFENAC
M02AA16;N;FEPRAZON;FEPRAZONE
M02AA17;N;KYSELINA NIFLUMOVÁ;NIFLUMIC ACID
M02AA18;N;KYSELINA MEKLOFENAMOVÁ;MECLOFENAMIC ACID
M02AA19;N;FLURBIPROFEN;FLURBIPROFEN
M02AA21;N;TOLMETIN;TOLMETIN
M02AA22;N;SUXIBUZON;SUXIBUZONE
M02AA23;N;INDOMETACIN;INDOMETACIN
M02AA24;N;NIFENAZON;NIFENAZONE
M02AA25;N;ACEKLOFENAK;ACECLOFENAC
M02AA26;N;NIMESULID;NIMESULIDE
M02AA27;N;DEXKETOPROFEN;DEXKETOPROFEN
M02AA28;N;PIKETOPROFEN;PIKETOPROFEN
M02AA29;N;ESFLURBIPROFEN;ESFLURBIPROFEN
M02AA31;N;LOXOPROFEN;LOXOPROFEN
M02AB;N;KAPSAICIN A PODOBNÉ LÁTKY;CAPSAICIN AND SIMILAR AGENTS
M02AB01;N;KAPSAICIN;CAPSAICIN
M02AB02;N;ZUKAPSAICIN;ZUCAPSAICIN
M02AC;N;PŘÍPRAVKY S DERIVÁTY KYSELINY SALICYLOVÉ;PREPARATIONS WITH SALICYLIC ACID DERIVATIVES
M02AX;N;JINÁ LOKÁLNÍ LÉČIVA K TERAPII BOLESTÍ SVALŮ A KLOUBŮ;OTHER TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN
M02AX02;N;TOLAZOLIN;TOLAZOLINE
M02AX03;N;DIMETHYLSULFOXID;DIMETHYL SULFOXIDE
M02AX05;N;IDROCILAMID;IDROCILAMIDE
M02AX06;N;TOLPERISON;TOLPERISONE
M02AX10;N;JINÁ RŮZNÁ LOKÁLNÍ LÉČIVA K TERAPII BOLESTÍ SVALŮ A KLOUBŮ;VARIOUS
M03;N;MYORELAXANCIA;MUSCLE RELAXANTS
M03A;N;PERIFERNĚ PŮSOBÍCÍ MYORELAXANCIA;MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS
M03AA;N;KURAROVÉ ALKALOIDY;CURARE ALKALOIDS
M03AA01;N;ALKURONIUM;ALCURONIUM
M03AA02;N;TUBOKURARIN;TUBOCURARINE
M03AA04;N;DIMETHYLTUBOKURARIN;DIMETHYLTUBOCURARINE
M03AB;N;DERIVÁTY CHOLINU;CHOLINE DERIVATIVES
M03AB01;N;SUXAMETHONIUM;SUXAMETHONIUM
M03AC;N;JINÉ KVARTERNÍ AMONIOVÉ SLOUČENINY;OTHER QUATERNARY AMMONIUM COMPOUNDS
M03AC01;N;PANKURONIUM;PANCURONIUM
M03AC02;N;GALLAMON;GALLAMINE
M03AC03;N;VEKURONIUM;VECURONIUM
